|dates|Coles_Illinois_UnitedStates.JHU_ConfirmedCases.data|Coles_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Coles_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Coles_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Coles_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Coles_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|81.0|0|4.0|0|0.0|0
0|2020-05-18|85.0|0|5.0|0|0.0|0
0|2020-05-19|85.0|0|7.0|0|0.0|0
0|2020-05-20|88.0|0|7.0|0|0.0|0
0|2020-05-21|94.0|0|7.0|0|0.0|0
0|2020-05-22|95.0|0|7.0|0|0.0|0
0|2020-05-23|95.0|0|7.0|0|0.0|0
