|dates|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedCases.data|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Wyandotte_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1281.0|0|72.0|0|0.0|0
0|2020-05-28|1281.0|0|72.0|0|0.0|0
0|2020-05-29|1281.0|0|72.0|0|0.0|0
0|2020-05-30|1281.0|0|72.0|0|0.0|0
