|dates|Merrick_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Merrick_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Merrick_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Merrick_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Merrick_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Merrick_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|26.0|0|0.0|0|0.0|0
0|2020-05-15|28.0|0|0.0|0|0.0|0
0|2020-05-16|28.0|0|0.0|0|0.0|0
