|dates|Trinity_Texas_UnitedStates.JHU_ConfirmedCases.data|Trinity_Texas_UnitedStates.JHU_ConfirmedCases.missing|Trinity_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Trinity_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Trinity_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Trinity_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|11.0|0|0.0|0|0.0|0
0|2020-05-15|11.0|0|0.0|0|0.0|0
0|2020-05-16|11.0|0|0.0|0|0.0|0
