|dates|Fayette_Alabama_UnitedStates.JHU_ConfirmedCases.data|Fayette_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Fayette_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|10.0|0|0.0|0|0.0|0
0|2020-05-15|9.0|0|0.0|0|0.0|0
0|2020-05-16|9.0|0|0.0|0|0.0|0
