|dates|Hampton_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Hampton_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Hampton_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Hampton_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Hampton_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Hampton_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|34.0|0|0.0|0|0.0|0
0|2020-05-25|35.0|0|0.0|0|0.0|0
0|2020-05-26|35.0|0|0.0|0|0.0|0
