|dates|Leavenworth_Kansas_UnitedStates.JHU_ConfirmedCases.data|Leavenworth_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Leavenworth_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Leavenworth_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Leavenworth_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Leavenworth_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1067.0|0|7.0|0|0.0|0
0|2020-05-25|1067.0|0|7.0|0|0.0|0
0|2020-05-26|1067.0|0|7.0|0|0.0|0
