|dates|Polk_Florida_UnitedStates.JHU_ConfirmedCases.data|Polk_Florida_UnitedStates.JHU_ConfirmedCases.missing|Polk_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|907.0|0|54.0|0|0.0|0
0|2020-05-28|907.0|0|54.0|0|0.0|0
0|2020-05-29|907.0|0|54.0|0|0.0|0
0|2020-05-30|907.0|0|54.0|0|0.0|0
