|dates|Smith_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Smith_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Smith_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Smith_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Smith_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Smith_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|24.0|0|1.0|0|0.0|0
0|2020-05-15|24.0|0|1.0|0|0.0|0
0|2020-05-16|24.0|0|1.0|0|0.0|0
