|dates|Morton_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Morton_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Morton_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Morton_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Morton_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Morton_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|59.0|0|2.0|0|0.0|0
0|2020-05-28|59.0|0|2.0|0|0.0|0
0|2020-05-29|59.0|0|2.0|0|0.0|0
0|2020-05-30|59.0|0|2.0|0|0.0|0
