|dates|Platte_Missouri_UnitedStates.JHU_ConfirmedCases.data|Platte_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Platte_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Platte_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Platte_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Platte_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|54.0|0|0.0|0|0.0|0
0|2020-05-18|54.0|0|0.0|0|0.0|0
0|2020-05-19|58.0|0|0.0|0|0.0|0
0|2020-05-20|60.0|0|0.0|0|0.0|0
0|2020-05-21|62.0|0|0.0|0|0.0|0
0|2020-05-22|63.0|0|0.0|0|0.0|0
0|2020-05-23|63.0|0|0.0|0|0.0|0
