|dates|Harrison_Texas_UnitedStates.JHU_ConfirmedCases.data|Harrison_Texas_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|236.0|0|25.0|0|0.0|0
0|2020-05-28|236.0|0|25.0|0|0.0|0
0|2020-05-29|236.0|0|25.0|0|0.0|0
0|2020-05-30|236.0|0|25.0|0|0.0|0
