|dates|Butts_Georgia_UnitedStates.JHU_ConfirmedCases.data|Butts_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Butts_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Butts_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Butts_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Butts_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|197.0|0|17.0|0|0.0|0
0|2020-05-18|199.0|0|16.0|0|0.0|0
0|2020-05-19|199.0|0|17.0|0|0.0|0
0|2020-05-20|205.0|0|18.0|0|0.0|0
0|2020-05-21|205.0|0|18.0|0|0.0|0
0|2020-05-22|206.0|0|19.0|0|0.0|0
0|2020-05-23|206.0|0|19.0|0|0.0|0
