|dates|Eaton_Michigan_UnitedStates.JHU_ConfirmedCases.data|Eaton_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Eaton_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Eaton_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Eaton_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Eaton_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|163.0|0|6.0|0|0.0|0
0|2020-05-18|165.0|0|6.0|0|0.0|0
0|2020-05-19|165.0|0|6.0|0|0.0|0
0|2020-05-20|168.0|0|6.0|0|0.0|0
0|2020-05-21|170.0|0|6.0|0|0.0|0
0|2020-05-22|173.0|0|6.0|0|0.0|0
0|2020-05-23|173.0|0|6.0|0|0.0|0
