|dates|Logan_Colorado_UnitedStates.JHU_ConfirmedCases.data|Logan_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Logan_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Logan_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|487.0|0|3.0|0|0.0|0
0|2020-05-18|488.0|0|3.0|0|0.0|0
0|2020-05-19|488.0|0|3.0|0|0.0|0
0|2020-05-20|489.0|0|3.0|0|0.0|0
0|2020-05-21|490.0|0|3.0|0|0.0|0
0|2020-05-22|491.0|0|3.0|0|0.0|0
0|2020-05-23|491.0|0|3.0|0|0.0|0
