|dates|Maui_Hawaii_UnitedStates.JHU_ConfirmedCases.data|Maui_Hawaii_UnitedStates.JHU_ConfirmedCases.missing|Maui_Hawaii_UnitedStates.JHU_ConfirmedDeaths.data|Maui_Hawaii_UnitedStates.JHU_ConfirmedDeaths.missing|Maui_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.data|Maui_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|117.0|0|6.0|0|0.0|0
0|2020-05-18|117.0|0|6.0|0|0.0|0
0|2020-05-19|117.0|0|6.0|0|0.0|0
0|2020-05-20|117.0|0|6.0|0|0.0|0
0|2020-05-21|118.0|0|6.0|0|0.0|0
0|2020-05-22|117.0|0|6.0|0|0.0|0
0|2020-05-23|117.0|0|6.0|0|0.0|0
