|dates|Marion_Ohio_UnitedStates.JHU_ConfirmedCases.data|Marion_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Marion_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2617.0|0|21.0|0|0.0|0
0|2020-05-25|2619.0|0|21.0|0|0.0|0
0|2020-05-26|2619.0|0|21.0|0|0.0|0
