|dates|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Tucker_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
