|dates|Ransom_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Ransom_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Ransom_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Ransom_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Ransom_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Ransom_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8.0|0|0.0|0|0.0|0
0|2020-05-25|9.0|0|0.0|0|0.0|0
0|2020-05-26|9.0|0|0.0|0|0.0|0
