|dates|NewportNews_Virginia_UnitedStates.JHU_ConfirmedCases.data|NewportNews_Virginia_UnitedStates.JHU_ConfirmedCases.missing|NewportNews_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|NewportNews_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|NewportNews_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|NewportNews_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|179.0|0|10.0|0|0.0|0
0|2020-05-15|184.0|0|10.0|0|0.0|0
0|2020-05-16|184.0|0|10.0|0|0.0|0
