|dates|Torrance_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Torrance_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Torrance_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Torrance_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Torrance_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Torrance_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|18.0|0|1.0|0|0.0|0
0|2020-05-18|18.0|0|1.0|0|0.0|0
0|2020-05-19|19.0|0|1.0|0|0.0|0
0|2020-05-20|20.0|0|1.0|0|0.0|0
0|2020-05-21|19.0|0|1.0|0|0.0|0
0|2020-05-22|19.0|0|1.0|0|0.0|0
0|2020-05-23|19.0|0|1.0|0|0.0|0
