|dates|Douglas_Georgia_UnitedStates.JHU_ConfirmedCases.data|Douglas_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|490.0|0|22.0|0|0.0|0
0|2020-05-25|504.0|0|22.0|0|0.0|0
0|2020-05-26|504.0|0|22.0|0|0.0|0
