|dates|Forrest_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Forrest_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Forrest_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Forrest_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Forrest_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Forrest_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|480.0|0|34.0|0|0.0|0
0|2020-05-25|486.0|0|35.0|0|0.0|0
0|2020-05-26|486.0|0|35.0|0|0.0|0
