|dates|Highland_Ohio_UnitedStates.JHU_ConfirmedCases.data|Highland_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Highland_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Highland_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Highland_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Highland_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|16.0|0|1.0|0|0.0|0
0|2020-05-18|15.0|0|1.0|0|0.0|0
0|2020-05-19|15.0|0|1.0|0|0.0|0
0|2020-05-20|16.0|0|1.0|0|0.0|0
0|2020-05-21|16.0|0|1.0|0|0.0|0
0|2020-05-22|16.0|0|1.0|0|0.0|0
0|2020-05-23|16.0|0|1.0|0|0.0|0
