|dates|St.Charles_Missouri_UnitedStates.JHU_ConfirmedCases.data|St.Charles_Missouri_UnitedStates.JHU_ConfirmedCases.missing|St.Charles_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|St.Charles_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|St.Charles_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|St.Charles_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|695.0|0|52.0|0|0.0|0
0|2020-05-18|704.0|0|53.0|0|0.0|0
0|2020-05-19|712.0|0|53.0|0|0.0|0
0|2020-05-20|712.0|0|55.0|0|0.0|0
0|2020-05-21|712.0|0|55.0|0|0.0|0
0|2020-05-22|722.0|0|54.0|0|0.0|0
0|2020-05-23|722.0|0|54.0|0|0.0|0
