|dates|Orleans_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Orleans_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Orleans_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Orleans_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Orleans_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Orleans_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6953.0|0|500.0|0|0.0|0
0|2020-05-25|7005.0|0|502.0|0|0.0|0
0|2020-05-26|7005.0|0|502.0|0|0.0|0
