|dates|Garfield_Colorado_UnitedStates.JHU_ConfirmedCases.data|Garfield_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Garfield_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Garfield_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Garfield_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Garfield_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|115.0|0|2.0|0|0.0|0
0|2020-05-18|114.0|0|2.0|0|0.0|0
0|2020-05-19|115.0|0|2.0|0|0.0|0
0|2020-05-20|114.0|0|2.0|0|0.0|0
0|2020-05-21|114.0|0|2.0|0|0.0|0
0|2020-05-22|120.0|0|2.0|0|0.0|0
0|2020-05-23|120.0|0|2.0|0|0.0|0
