|dates|Swift_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Swift_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Swift_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Swift_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Swift_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Swift_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|10.0|0|0.0|0|0.0|0
0|2020-05-15|11.0|0|0.0|0|0.0|0
0|2020-05-16|11.0|0|0.0|0|0.0|0
