|dates|Wasco_Oregon_UnitedStates.JHU_ConfirmedCases.data|Wasco_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Wasco_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Wasco_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Wasco_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Wasco_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|18.0|0|1.0|0|0.0|0
0|2020-05-25|18.0|0|1.0|0|0.0|0
0|2020-05-26|18.0|0|1.0|0|0.0|0
