|dates|Coffee_Georgia_UnitedStates.JHU_ConfirmedCases.data|Coffee_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Coffee_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Coffee_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Coffee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Coffee_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|193.0|0|12.0|0|0.0|0
0|2020-05-18|200.0|0|12.0|0|0.0|0
0|2020-05-19|209.0|0|12.0|0|0.0|0
0|2020-05-20|210.0|0|12.0|0|0.0|0
0|2020-05-21|218.0|0|13.0|0|0.0|0
0|2020-05-22|225.0|0|13.0|0|0.0|0
0|2020-05-23|225.0|0|13.0|0|0.0|0
