|dates|Kanawha_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Kanawha_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Kanawha_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Kanawha_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Kanawha_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Kanawha_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|207.0|0|15.0|0|0.0|0
0|2020-05-18|203.0|0|16.0|0|0.0|0
0|2020-05-19|203.0|0|16.0|0|0.0|0
0|2020-05-20|205.0|0|17.0|0|0.0|0
0|2020-05-21|205.0|0|18.0|0|0.0|0
0|2020-05-22|212.0|0|18.0|0|0.0|0
0|2020-05-23|212.0|0|18.0|0|0.0|0
