|dates|Assumption_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Assumption_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Assumption_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Assumption_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Assumption_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Assumption_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|230.0|0|11.0|0|0.0|0
0|2020-05-18|230.0|0|11.0|0|0.0|0
0|2020-05-19|230.0|0|11.0|0|0.0|0
0|2020-05-20|233.0|0|11.0|0|0.0|0
0|2020-05-21|238.0|0|11.0|0|0.0|0
0|2020-05-22|238.0|0|11.0|0|0.0|0
0|2020-05-23|238.0|0|11.0|0|0.0|0
