|dates|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Minnehaha_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|3300.0|0|45.0|0|0.0|0
0|2020-05-28|3300.0|0|45.0|0|0.0|0
0|2020-05-29|3300.0|0|45.0|0|0.0|0
0|2020-05-30|3300.0|0|45.0|0|0.0|0
