|dates|Scotland_Missouri_UnitedStates.JHU_ConfirmedCases.data|Scotland_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Scotland_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Scotland_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Scotland_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Scotland_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|4.0|0|0.0|0|0.0|0
0|2020-05-28|4.0|0|0.0|0|0.0|0
0|2020-05-29|4.0|0|0.0|0|0.0|0
0|2020-05-30|4.0|0|0.0|0|0.0|0
