|dates|Effingham_Illinois_UnitedStates.JHU_ConfirmedCases.data|Effingham_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Effingham_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Effingham_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Effingham_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Effingham_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6.0|0|1.0|0|0.0|0
0|2020-05-25|6.0|0|1.0|0|0.0|0
0|2020-05-26|6.0|0|1.0|0|0.0|0
