|dates|St.Clair_Missouri_UnitedStates.JHU_ConfirmedCases.data|St.Clair_Missouri_UnitedStates.JHU_ConfirmedCases.missing|St.Clair_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|St.Clair_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|St.Clair_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|St.Clair_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
