|dates|Jefferson_Missouri_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|316.0|0|13.0|0|0.0|0
0|2020-05-15|318.0|0|14.0|0|0.0|0
0|2020-05-16|318.0|0|14.0|0|0.0|0
