|dates|Napa_California_UnitedStates.JHU_ConfirmedCases.data|Napa_California_UnitedStates.JHU_ConfirmedCases.missing|Napa_California_UnitedStates.JHU_ConfirmedDeaths.data|Napa_California_UnitedStates.JHU_ConfirmedDeaths.missing|Napa_California_UnitedStates.JHU_ConfirmedRecoveries.data|Napa_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|90.0|0|3.0|0|0.0|0
0|2020-05-18|92.0|0|3.0|0|0.0|0
0|2020-05-19|92.0|0|3.0|0|0.0|0
0|2020-05-20|94.0|0|3.0|0|0.0|0
0|2020-05-21|95.0|0|3.0|0|0.0|0
0|2020-05-22|96.0|0|3.0|0|0.0|0
0|2020-05-23|96.0|0|3.0|0|0.0|0
