|dates|Ripley_Indiana_UnitedStates.JHU_ConfirmedCases.data|Ripley_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Ripley_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Ripley_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Ripley_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Ripley_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|107.0|0|6.0|0|0.0|0
0|2020-05-18|108.0|0|6.0|0|0.0|0
0|2020-05-19|107.0|0|6.0|0|0.0|0
0|2020-05-20|107.0|0|6.0|0|0.0|0
0|2020-05-21|110.0|0|6.0|0|0.0|0
0|2020-05-22|110.0|0|6.0|0|0.0|0
0|2020-05-23|110.0|0|6.0|0|0.0|0
