|dates|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|333.0|0|31.0|0|0.0|0
0|2020-05-15|334.0|0|33.0|0|0.0|0
0|2020-05-16|334.0|0|33.0|0|0.0|0
