|dates|Sherman_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Sherman_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Sherman_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Sherman_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Sherman_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Sherman_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
