|dates|Lake_Florida_UnitedStates.JHU_ConfirmedCases.data|Lake_Florida_UnitedStates.JHU_ConfirmedCases.missing|Lake_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|252.0|0|14.0|0|0.0|0
0|2020-05-18|254.0|0|14.0|0|0.0|0
0|2020-05-19|257.0|0|14.0|0|0.0|0
0|2020-05-20|260.0|0|14.0|0|0.0|0
0|2020-05-21|264.0|0|14.0|0|0.0|0
0|2020-05-22|266.0|0|15.0|0|0.0|0
0|2020-05-23|266.0|0|15.0|0|0.0|0
