|dates|Ottawa_Michigan_UnitedStates.JHU_ConfirmedCases.data|Ottawa_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Ottawa_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Ottawa_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Ottawa_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Ottawa_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|531.0|0|24.0|0|0.0|0
0|2020-05-18|558.0|0|24.0|0|0.0|0
0|2020-05-19|573.0|0|25.0|0|0.0|0
0|2020-05-20|616.0|0|26.0|0|0.0|0
0|2020-05-21|632.0|0|26.0|0|0.0|0
0|2020-05-22|657.0|0|26.0|0|0.0|0
0|2020-05-23|657.0|0|26.0|0|0.0|0
