|dates|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedCases.data|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedCases.missing|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedDeaths.data|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedDeaths.missing|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.data|Hawaii_Hawaii_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|82.0|0|0.0|0|0.0|0
0|2020-05-28|82.0|0|0.0|0|0.0|0
0|2020-05-29|82.0|0|0.0|0|0.0|0
0|2020-05-30|82.0|0|0.0|0|0.0|0
