|dates|Fredericksburg_Virginia_UnitedStates.JHU_ConfirmedCases.data|Fredericksburg_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Fredericksburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Fredericksburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Fredericksburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Fredericksburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|93.0|0|0.0|0|0.0|0
0|2020-05-18|96.0|0|0.0|0|0.0|0
0|2020-05-19|101.0|0|0.0|0|0.0|0
0|2020-05-20|101.0|0|0.0|0|0.0|0
0|2020-05-21|107.0|0|0.0|0|0.0|0
0|2020-05-22|109.0|0|0.0|0|0.0|0
0|2020-05-23|109.0|0|0.0|0|0.0|0
