|dates|Leon_Florida_UnitedStates.JHU_ConfirmedCases.data|Leon_Florida_UnitedStates.JHU_ConfirmedCases.missing|Leon_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Leon_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Leon_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Leon_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|275.0|0|6.0|0|0.0|0
0|2020-05-15|276.0|0|6.0|0|0.0|0
0|2020-05-16|276.0|0|6.0|0|0.0|0
