|dates|Jackson_Florida_UnitedStates.JHU_ConfirmedCases.data|Jackson_Florida_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|240.0|0|0.0|0|0.0|0
0|2020-05-28|240.0|0|0.0|0|0.0|0
0|2020-05-29|240.0|0|0.0|0|0.0|0
0|2020-05-30|240.0|0|0.0|0|0.0|0
