|dates|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Delaware_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|99.0|0|16.0|0|0.0|0
0|2020-05-25|99.0|0|16.0|0|0.0|0
0|2020-05-26|99.0|0|16.0|0|0.0|0
