|dates|Weakley_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Weakley_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Weakley_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Weakley_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Weakley_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Weakley_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|24.0|0|0.0|0|0.0|0
0|2020-05-15|24.0|0|0.0|0|0.0|0
0|2020-05-16|24.0|0|0.0|0|0.0|0
