|dates|Winston_Alabama_UnitedStates.JHU_ConfirmedCases.data|Winston_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Winston_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Winston_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Winston_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Winston_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|77.0|0|0.0|0|0.0|0
0|2020-05-28|77.0|0|0.0|0|0.0|0
0|2020-05-29|77.0|0|0.0|0|0.0|0
0|2020-05-30|77.0|0|0.0|0|0.0|0
