|dates|Sonoma_California_UnitedStates.JHU_ConfirmedCases.data|Sonoma_California_UnitedStates.JHU_ConfirmedCases.missing|Sonoma_California_UnitedStates.JHU_ConfirmedDeaths.data|Sonoma_California_UnitedStates.JHU_ConfirmedDeaths.missing|Sonoma_California_UnitedStates.JHU_ConfirmedRecoveries.data|Sonoma_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|337.0|0|4.0|0|0.0|0
0|2020-05-15|351.0|0|4.0|0|0.0|0
0|2020-05-16|351.0|0|4.0|0|0.0|0
