|dates|Catawba_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Catawba_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Catawba_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Catawba_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Catawba_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Catawba_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|181.0|0|5.0|0|0.0|0
0|2020-05-28|181.0|0|5.0|0|0.0|0
0|2020-05-29|181.0|0|5.0|0|0.0|0
0|2020-05-30|181.0|0|5.0|0|0.0|0
