|dates|OutofTN_Tennessee_UnitedStates.JHU_ConfirmedCases.data|OutofTN_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|OutofTN_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|OutofTN_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|OutofTN_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|OutofTN_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|339.0|0|4.0|0|0.0|0
0|2020-05-28|339.0|0|4.0|0|0.0|0
0|2020-05-29|339.0|0|4.0|0|0.0|0
0|2020-05-30|339.0|0|4.0|0|0.0|0
