|dates|Yankton_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Yankton_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Yankton_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Yankton_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Yankton_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Yankton_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|34.0|0|0.0|0|0.0|0
0|2020-05-15|38.0|0|0.0|0|0.0|0
0|2020-05-16|38.0|0|0.0|0|0.0|0
