|dates|Marshall_Alabama_UnitedStates.JHU_ConfirmedCases.data|Marshall_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Marshall_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Marshall_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Marshall_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Marshall_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|624.0|0|9.0|0|0.0|0
0|2020-05-18|632.0|0|9.0|0|0.0|0
0|2020-05-19|638.0|0|9.0|0|0.0|0
0|2020-05-20|641.0|0|9.0|0|0.0|0
0|2020-05-21|644.0|0|9.0|0|0.0|0
0|2020-05-22|642.0|0|9.0|0|0.0|0
0|2020-05-23|642.0|0|9.0|0|0.0|0
