|dates|Starke_Indiana_UnitedStates.JHU_ConfirmedCases.data|Starke_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Starke_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Starke_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Starke_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Starke_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|28.0|0|2.0|0|0.0|0
0|2020-05-18|28.0|0|2.0|0|0.0|0
0|2020-05-19|27.0|0|2.0|0|0.0|0
0|2020-05-20|28.0|0|3.0|0|0.0|0
0|2020-05-21|29.0|0|3.0|0|0.0|0
0|2020-05-22|30.0|0|3.0|0|0.0|0
0|2020-05-23|30.0|0|3.0|0|0.0|0
