|dates|Ocean_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Ocean_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Ocean_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Ocean_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Ocean_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Ocean_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8372.0|0|686.0|0|0.0|0
0|2020-05-25|8430.0|0|690.0|0|0.0|0
0|2020-05-26|8430.0|0|690.0|0|0.0|0
