|dates|Concordia_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Concordia_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Concordia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Concordia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Concordia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Concordia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|86.0|0|5.0|0|0.0|0
0|2020-05-28|86.0|0|5.0|0|0.0|0
0|2020-05-29|86.0|0|5.0|0|0.0|0
0|2020-05-30|86.0|0|5.0|0|0.0|0
