|dates|Tazewell_Illinois_UnitedStates.JHU_ConfirmedCases.data|Tazewell_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Tazewell_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Tazewell_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Tazewell_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Tazewell_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|58.0|0|3.0|0|0.0|0
0|2020-05-15|62.0|0|3.0|0|0.0|0
0|2020-05-16|62.0|0|3.0|0|0.0|0
