|dates|Saline_Missouri_UnitedStates.JHU_ConfirmedCases.data|Saline_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Saline_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Saline_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Saline_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Saline_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|251.0|0|0.0|0|0.0|0
0|2020-05-18|251.0|0|2.0|0|0.0|0
0|2020-05-19|257.0|0|2.0|0|0.0|0
0|2020-05-20|257.0|0|2.0|0|0.0|0
0|2020-05-21|260.0|0|2.0|0|0.0|0
0|2020-05-22|262.0|0|2.0|0|0.0|0
0|2020-05-23|262.0|0|2.0|0|0.0|0
