|dates|Blackford_Indiana_UnitedStates.JHU_ConfirmedCases.data|Blackford_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Blackford_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Blackford_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Blackford_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Blackford_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|20.0|0|1.0|0|0.0|0
0|2020-05-25|20.0|0|1.0|0|0.0|0
0|2020-05-26|20.0|0|1.0|0|0.0|0
