|dates|Cumberland_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Cumberland_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Cumberland_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Cumberland_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Cumberland_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Cumberland_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|426.0|0|11.0|0|0.0|0
0|2020-05-15|439.0|0|11.0|0|0.0|0
0|2020-05-16|439.0|0|11.0|0|0.0|0
