|dates|Sampson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Sampson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Sampson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Sampson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Sampson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Sampson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|244.0|0|1.0|0|0.0|0
0|2020-05-18|259.0|0|1.0|0|0.0|0
0|2020-05-19|259.0|0|1.0|0|0.0|0
0|2020-05-20|273.0|0|1.0|0|0.0|0
0|2020-05-21|302.0|0|1.0|0|0.0|0
0|2020-05-22|345.0|0|1.0|0|0.0|0
0|2020-05-23|345.0|0|1.0|0|0.0|0
