|dates|Sarasota_Florida_UnitedStates.JHU_ConfirmedCases.data|Sarasota_Florida_UnitedStates.JHU_ConfirmedCases.missing|Sarasota_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Sarasota_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Sarasota_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Sarasota_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|598.0|0|76.0|0|0.0|0
0|2020-05-28|598.0|0|76.0|0|0.0|0
0|2020-05-29|598.0|0|76.0|0|0.0|0
0|2020-05-30|598.0|0|76.0|0|0.0|0
